-288002756, 336167100, 154642586
-290431700, 345491663, 159883625
-292821959, 343195316, 155871552
-295082003, 326615058, 147342394
-296234424, 314207940, 138360180
-294194040, 297537786, 128180250
-295324029, 312589520, 141170006
-293222272, 302061501, 137468604
-291155965, 294830248, 135472592
-289073409, 295115733, 136691587
-287017627, 289933452, 134190000
-284890478, 298829575, 137688726
-282734673, 302704472, 136860096
-283900096, 311804920, 138842403
-281718274, 305215888, 139128640
-282865989, 310362660, 140429065
-285136497, 320698782, 145321386
-287431149, 324630691, 149161953
-289709563, 324493640, 148038912
-291949224, 320820318, 145851531
-294198314, 323762280, 147171060
-296500394, 332292823, 152390617
-298857683, 342042624, 156622224
-301227188, 343636693, 160798092
-303605262, 347132542, 161312294
-305918277, 339587040, 157174325
-308238699, 341401816, 159686976
-310548860, 340543065, 161079932
-312844469, 340254684, 160447978
-311736635, 328364919, 155959047
-310614235, 328709248, 155312640
-309482246, 328984695, 155986472
-311767543, 336686056, 160038102
-314090584, 341838340, 166353343
-316438512, 345566034, 171151180
-318812075, 352322137, 171883500
-321159331, 349061600, 172157128
-323514865, 351702966, 173855416
-325837572, 347893288, 172933344
-324721635, 343022178, 170695249
-323605623, 341385200, 171365060
-321423451, 325636834, 157737934
-319267888, 320178474, 155088000
-317175456, 309940494, 148990310
-315004718, 318872792, 155537096
-312854279, 314103465, 153800820
-310741118, 308395204, 148672580
-308570716, 314290078, 153373548
-306470114, 304929024, 144505260
-304452055, 293017684, 135985735
-302467965, 284309540, 136562720
-300483795, 282558969, 136472571
-298556567, 273618772, 131162902
-296768561, 255522036, 116777106
-294926640, 266140146, 113452560
-293121814, 260981720, 108381350
-291342941, 254795656, 107987236
-289573029, 250922280, 108859296
-287806781, 248531192, 108988224
-285990968, 254392061, 111199972
-284300584, 231287940, 109471770
-282667549, 220876871, 107354134
-281013137, 224683704, 105094592
-279393714, 221177607, 98745144
-277768525, 221348336, 97762448
-276101242, 225207675, 100801230
-274410792, 225857916, 103597824
-272741902, 223237124, 99546026
-271018078, 229028148, 102773430
-269306038, 226687176, 100846224
-267609078, 224256350, 98229300
-265971077, 214228287, 95927902
-264327979, 212981664, 96840300
-262707086, 209159985, 94688566
-261080194, 209949994, 92706048
-259505655, 199907070, 92560155
-257988321, 189607124, 91743022
-256437843, 191970805, 94303979
-254859996, 191813832, 99240372
-253307458, 188941711, 95125737
-251800161, 182125280, 92253500
-250315037, 176068491, 94065975
-248822587, 176181060, 93590240
-247378288, 169200470, 90547483
-245928369, 168375324, 91165140
-244535351, 159679140, 88893350
-243825908, 168705922, 94968300
-243111617, 167740020, 94366103
-242396067, 167715128, 96184072
-241689163, 164697361, 95567943
-241027579, 156863250, 96042750
-240336411, 162976200, 101060632
-239653527, 159243116, 99056916
-238977696, 158734569, 102210988
-238253569, 167476600, 107435142
-237558196, 162797445, 108978840
-236856736, 164332368, 112572672
-236175838, 158165722, 109265092
-235518250, 154937620, 111848676
-234856196, 154685742, 112667072
-236469410, 164709634, 117854620
-238076415, 165865986, 116693883
-239669559, 163231344, 120413366
-241306935, 170132415, 122044887
-242967100, 173389308, 124757688
-244595578, 171278079, 122780065
-246210796, 171108868, 122114482
-247847621, 174079680, 125090835
-249433017, 170903100, 119539256
-251005932, 169864883, 120507158
-250342805, 166939200, 121446270
-251942060, 171132377, 126266488
-253530036, 170187256, 127383856
-255361704, 205553817, 133272867
-257210920, 206275916, 139674788
-259078871, 214259290, 133549075
-260933781, 212335188, 136285212
-262798438, 212347210, 141859179
-264668030, 214101060, 143037116
-266565306, 218648055, 145674549
-268486916, 222553760, 148581720
-270444593, 230288443, 148175234
-272467411, 239300406, 153874710
-274463713, 235991074, 155226632
-276505402, 242998144, 159038012
-278531672, 240970290, 161265540
-280527272, 239387604, 158302716
-282540348, 242497694, 161005278
-284524109, 239844864, 160160544
-286551389, 246214241, 164842999
-288579293, 246849690, 166995630
-290579293, 245448099, 164307621
-292601519, 248897072, 167943800
-294615032, 249943307, 166644922
-296610008, 250282992, 163630992
-298614646, 252192150, 166244300
-300524654, 241091840, 159889728
-302429886, 242228040, 159403464
-301622622, 238737840, 163661898
-303584781, 247271301, 168978654
-305566981, 251922510, 170071500
-307584973, 259918203, 170346435
-309616183, 262625580, 172798058
-311612461, 259215892, 170936238
-310761441, 254331540, 170827632
-312748037, 257962648, 171223340
-314782554, 265770232, 175717746
-313933100, 255609286, 172764864
-311993099, 250103880, 168463710
-311175600, 247064929, 172764864
-309269580, 241707980, 167721660
-307367145, 243766524, 160193015
-305421181, 250525264, 158847600
-306311783, 252521829, 162430725
-304343461, 249626608, 166096678
-302400897, 245122325, 163101365
-300457244, 242776980, 164514900
-298564955, 235448329, 158863484
-296682101, 233564820, 156425862
-294806222, 230967477, 155982024
-292896124, 233300520, 159171632
-291068946, 222592097, 150469175
-289238088, 220961160, 151590222
-287419373, 218959545, 148720940
-285558013, 221084278, 154621884
-283735511, 216592035, 148358493
-281882321, 219347704, 149554160
-279996642, 220815611, 153453798
-279159784, 223745976, 157844100
-277282741, 217159859, 152656736
-275400924, 215420480, 154206432
-273548247, 211393044, 150147207
-271721965, 205270440, 150751172
-269922309, 201808899, 146560965
-268064451, 208103844, 148775956
-266215004, 205936100, 147394041
-264515560, 184616124, 141179916
-262843843, 178646319, 141650414
-261164373, 180624640, 137522000
-259441888, 183990782, 140616837
-257775193, 177691350, 134019908
-256058383, 182578193, 136132481
-254401988, 175875060, 129181800
-252722550, 176879808, 130947850
-251035645, 175527478, 132797388
-249373850, 171093040, 131543139
-247733667, 167800608, 129173072
-246115987, 164904311, 125880313
-244433876, 169710590, 131480820
-242724839, 170794569, 133888832
-241035664, 167065780, 132887264
